year,month,day,hour,minute,second,moisture0,moisture1,moisture2,moisture3,moisture4,irrgation
2024,3,7,3,48,28,0.21,0.37,0.33,0.12,0.03,FALSE
2024,3,7,3,49,28,0.21,0.39,0.33,0.13,0.03,FALSE
2024,3,7,3,50,28,0.21,0.39,0.33,0.13,0.03,FALSE
2024,3,7,3,51,28,0.21,0.4,0.32,0.13,0.03,FALSE
2024,3,7,3,52,28,0.21,0.36,0.33,0.13,0.03,FALSE
2024,3,7,3,53,28,0.21,0.36,0.32,0.13,0.03,FALSE
2024,3,7,3,54,29,0.21,0.37,0.32,0.13,0.03,FALSE
2024,3,7,3,55,29,0.21,0.4,0.32,0.13,0.03,FALSE
2024,3,7,3,56,29,0.21,0.4,0.32,0.13,0.03,FALSE
2024,3,7,3,57,29,0.21,0.37,0.32,0.13,0.03,FALSE
2024,3,7,3,58,29,0.21,0.37,0.32,0.13,0.03,FALSE
2024,3,7,3,59,29,0.21,0.39,0.32,0.13,0.03,FALSE
2024,3,7,4,0,29,0.21,0.36,0.33,0.14,0.04,FALSE
2024,3,7,4,1,29,0.21,0.37,0.32,0.13,0.03,FALSE
2024,3,7,4,2,29,0.21,0.37,0.32,0.13,0.03,FALSE
2024,3,7,4,3,29,0.21,0.38,0.32,0.13,0.03,FALSE
2024,3,7,4,4,29,0.21,0.38,0.32,0.13,0.03,FALSE
2024,3,7,4,5,29,0.21,0.37,0.32,0.13,0.04,FALSE
2024,3,7,4,6,29,0.21,0.38,0.32,0.13,0.04,FALSE
2024,3,7,4,7,29,0.21,0.38,0.32,0.13,0.03,FALSE
2024,3,7,4,8,29,0.21,0.4,0.35,0.16,0.05,FALSE
2024,3,7,4,9,29,0.21,0.4,0.32,0.13,0.03,FALSE
2024,3,7,4,10,29,0.21,0.38,0.32,0.13,0.03,FALSE
2024,3,7,4,11,29,0.21,0.37,0.32,0.13,0.03,FALSE
2024,3,7,4,12,29,0.21,0.37,0.33,0.13,0.03,FALSE
2024,3,7,4,13,29,0.22,0.65,0.33,0.13,0.04,FALSE
2024,3,7,4,14,30,0.22,0.82,0.33,0.13,0.04,FALSE
2024,3,7,4,15,30,0.22,0.85,0.33,0.13,0.04,FALSE
2024,3,7,4,16,30,0.22,0.86,0.33,0.13,0.04,FALSE
2024,3,7,4,17,30,0.22,0.88,0.33,0.13,0.04,FALSE
2024,3,7,4,18,30,0.22,0.87,0.33,0.13,0.04,FALSE
2024,3,7,4,19,30,0.22,0.87,0.33,0.13,0.04,FALSE
2024,3,7,4,20,30,0.22,0.88,0.33,0.13,0.04,FALSE
2024,3,7,4,21,30,0.22,0.89,0.34,0.13,0.04,FALSE
2024,3,7,4,22,30,0.22,0.91,0.34,0.13,0.04,FALSE
2024,3,7,4,23,30,0.22,0.9,0.34,0.13,0.04,FALSE
2024,3,7,4,24,30,0.22,0.91,0.34,0.13,0.04,FALSE
2024,3,7,4,25,30,0.22,0.93,0.34,0.13,0.04,FALSE
2024,3,7,4,26,30,0.22,0.92,0.34,0.13,0.04,FALSE
2024,3,7,4,27,30,0.22,0.93,0.34,0.13,0.04,FALSE
2024,3,7,4,28,30,0.22,0.92,0.33,0.13,0.04,FALSE
2024,3,7,4,29,30,0.27,0.92,0.35,0.15,0.05,FALSE
2024,3,7,4,30,30,0.21,0.92,0.34,0.13,0.04,FALSE
2024,3,7,4,31,30,0.21,0.93,0.34,0.13,0.04,FALSE
2024,3,7,4,32,30,0.21,0.93,0.34,0.13,0.04,FALSE
2024,3,7,4,33,30,0.21,0.93,0.34,0.13,0.03,FALSE
2024,3,7,4,34,31,0.21,0.95,0.33,0.13,0.03,FALSE
2024,3,7,4,35,31,0.21,0.95,0.33,0.13,0.04,FALSE
2024,3,7,4,36,31,0.21,0.95,0.33,0.13,0.04,FALSE
2024,3,7,4,37,31,0.21,0.94,0.33,0.13,0.04,FALSE
2024,3,7,4,38,31,0.21,0.94,0.33,0.13,0.03,FALSE
2024,3,7,4,39,31,0.21,0.94,0.33,0.13,0.03,FALSE
2024,3,7,4,40,31,0.21,0.94,0.33,0.13,0.04,FALSE
2024,3,7,4,41,31,0.21,0.95,0.33,0.13,0.04,FALSE
2024,3,7,4,42,31,0.21,0.95,0.33,0.13,0.03,FALSE
2024,3,7,4,43,31,0.21,0.95,0.33,0.13,0.04,FALSE
2024,3,7,4,44,31,0.21,0.95,0.33,0.13,0.04,FALSE
2024,3,7,4,45,31,0.21,0.95,0.33,0.13,0.03,FALSE
2024,3,7,4,46,31,0.21,0.95,0.33,0.13,0.03,FALSE
2024,3,7,4,47,31,0.21,0.95,0.34,0.13,0.04,FALSE
2024,3,7,4,48,31,0.21,0.95,0.34,0.12,0.03,FALSE
2024,3,7,4,49,31,0.21,0.95,0.34,0.12,0.03,FALSE
2024,3,7,4,50,31,0.25,0.95,0.35,0.14,0.05,FALSE
2024,3,7,4,51,31,0.21,0.95,0.34,0.13,0.03,FALSE
2024,3,7,4,52,31,0.21,0.95,0.34,0.13,0.04,FALSE
2024,3,7,4,53,32,0.21,0.95,0.34,0.13,0.04,FALSE
2024,3,7,4,54,32,0.21,0.95,0.35,0.13,0.04,FALSE
2024,3,7,4,55,32,0.21,0.95,0.35,0.13,0.04,FALSE
2024,3,7,4,56,32,0.21,0.95,0.35,0.13,0.04,FALSE
2024,3,7,4,57,32,0.21,0.95,0.35,0.13,0.04,FALSE
2024,3,7,4,58,32,0.21,0.95,0.35,0.13,0.04,FALSE
2024,3,7,4,59,32,0.21,0.95,0.35,0.13,0.04,FALSE
2024,3,7,5,0,32,0.21,0.95,0.35,0.13,0.05,FALSE
2024,3,7,5,1,32,0.21,0.95,0.35,0.13,0.04,FALSE
2024,3,7,5,2,32,0.21,0.95,0.35,0.13,0.04,FALSE
2024,3,7,5,3,32,0.21,0.95,0.35,0.13,0.04,FALSE
2024,3,7,5,4,32,0.21,0.95,0.35,0.13,0.04,FALSE
2024,3,7,5,5,32,0.21,0.95,0.35,0.13,0.04,FALSE
2024,3,7,5,6,32,0.21,0.95,0.35,0.13,0.04,FALSE
2024,3,7,5,7,32,0.21,0.95,0.34,0.13,0.04,FALSE
2024,3,7,5,8,32,0.21,0.95,0.34,0.13,0.04,FALSE
2024,3,7,5,9,32,0.21,0.95,0.34,0.13,0.04,FALSE
2024,3,7,5,10,32,0.21,0.95,0.34,0.13,0.04,FALSE
2024,3,7,5,11,32,0.27,0.94,0.36,0.16,0.06,FALSE
2024,3,7,5,12,32,0.21,0.95,0.34,0.13,0.04,FALSE
2024,3,7,5,13,33,0.22,0.95,0.34,0.13,0.04,FALSE
2024,3,7,5,14,33,0.21,0.94,0.34,0.13,0.04,FALSE
2024,3,7,5,15,33,0.21,0.94,0.34,0.13,0.04,FALSE
2024,3,7,5,16,33,0.22,0.94,0.34,0.13,0.04,FALSE
2024,3,7,5,17,33,0.21,0.94,0.34,0.13,0.04,FALSE
2024,3,7,5,18,33,0.21,0.94,0.34,0.14,0.04,FALSE
2024,3,7,5,19,33,0.21,0.95,0.34,0.14,0.04,FALSE
2024,3,7,5,20,33,0.21,0.94,0.35,0.13,0.04,FALSE
2024,3,7,5,21,33,0.21,0.94,0.35,0.13,0.04,FALSE
2024,3,7,5,22,33,0.21,0.94,0.35,0.13,0.04,FALSE
2024,3,7,5,23,33,0.21,0.94,0.35,0.13,0.04,FALSE
2024,3,7,5,24,33,0.21,0.94,0.35,0.13,0.04,FALSE
2024,3,7,5,25,33,0.21,0.94,0.35,0.13,0.04,FALSE
2024,3,7,5,26,33,0.21,0.94,0.35,0.13,0.04,FALSE
2024,3,7,5,27,33,0.21,0.94,0.35,0.13,0.04,FALSE
2024,3,7,5,28,33,0.21,0.94,0.34,0.13,0.04,FALSE
2024,3,7,5,29,33,0.21,0.94,0.35,0.14,0.04,FALSE
2024,3,7,5,30,33,0.21,0.95,0.34,0.14,0.04,FALSE
2024,3,7,5,31,33,0.21,0.95,0.34,0.14,0.04,FALSE
2024,3,7,5,32,33,0.26,0.93,0.36,0.16,0.06,FALSE
2024,3,7,5,33,34,0.21,0.95,0.34,0.14,0.04,FALSE
2024,3,7,5,34,34,0.22,0.95,0.34,0.13,0.04,FALSE
2024,3,7,5,35,34,0.21,0.95,0.34,0.13,0.04,FALSE
2024,3,7,5,36,34,0.21,0.95,0.34,0.13,0.04,FALSE
2024,3,7,5,37,34,0.21,0.95,0.35,0.13,0.04,FALSE
2024,3,7,5,38,34,0.21,0.95,0.35,0.13,0.04,FALSE
2024,3,7,5,39,34,0.21,0.95,0.35,0.13,0.04,FALSE
2024,3,7,5,40,34,0.21,0.95,0.35,0.13,0.04,FALSE
2024,3,7,5,41,34,0.21,0.95,0.35,0.13,0.04,FALSE
2024,3,7,5,42,34,0.21,0.95,0.34,0.14,0.06,FALSE
2024,3,7,5,43,34,0.21,0.95,0.34,0.14,0.04,FALSE
2024,3,7,5,44,34,0.21,0.95,0.34,0.14,0.04,FALSE
2024,3,7,5,45,34,0.21,0.95,0.34,0.14,0.04,FALSE
2024,3,7,5,46,34,0.21,0.95,0.34,0.13,0.04,FALSE
2024,3,7,5,47,34,0.21,0.95,0.34,0.13,0.04,FALSE
2024,3,7,5,48,34,0.21,0.95,0.34,0.13,0.04,FALSE
2024,3,7,5,49,34,0.21,0.95,0.34,0.13,0.04,FALSE
2024,3,7,5,50,34,0.21,0.95,0.35,0.14,0.04,FALSE
2024,3,7,5,51,34,0.21,0.95,0.35,0.14,0.04,FALSE
2024,3,7,5,52,34,0.21,0.95,0.35,0.13,0.04,FALSE
2024,3,7,5,53,35,0.24,0.94,0.36,0.16,0.06,FALSE
2024,3,7,5,54,35,0.21,0.95,0.35,0.14,0.04,FALSE
2024,3,7,5,55,35,0.21,0.95,0.35,0.14,0.04,FALSE
2024,3,7,5,56,35,0.21,0.95,0.35,0.14,0.04,FALSE
2024,3,7,5,57,35,0.21,0.95,0.35,0.14,0.04,FALSE
2024,3,7,5,58,35,0.21,0.95,0.35,0.14,0.04,FALSE
2024,3,7,5,59,35,0.21,0.95,0.36,0.14,0.04,FALSE
2024,3,7,6,0,35,0.21,0.95,0.36,0.14,0.04,FALSE
2024,3,7,6,1,35,0.21,0.95,0.36,0.14,0.04,FALSE
2024,3,7,6,2,35,0.21,0.95,0.36,0.13,0.04,FALSE
2024,3,7,6,3,35,0.21,0.95,0.36,0.13,0.06,FALSE
2024,3,7,6,4,35,0.22,0.94,0.36,0.13,0.04,FALSE
2024,3,7,6,5,35,0.22,0.95,0.36,0.13,0.04,FALSE
2024,3,7,6,6,35,0.22,0.95,0.36,0.13,0.04,FALSE
2024,3,7,6,7,35,0.22,0.96,0.37,0.13,0.04,FALSE
2024,3,7,6,8,35,0.22,0.96,0.37,0.14,0.04,FALSE
2024,3,7,6,9,35,0.22,0.96,0.37,0.14,0.04,FALSE
2024,3,7,6,10,35,0.22,0.95,0.37,0.14,0.04,FALSE
2024,3,7,6,11,35,0.22,0.96,0.37,0.14,0.04,FALSE
2024,3,7,6,12,35,0.22,0.96,0.37,0.14,0.04,FALSE
2024,3,7,6,13,36,0.22,0.96,0.37,0.13,0.04,FALSE
2024,3,7,6,14,36,0.26,0.95,0.39,0.16,0.06,FALSE
2024,3,7,6,15,36,0.22,0.96,0.37,0.13,0.04,FALSE
2024,3,7,6,16,36,0.22,0.96,0.37,0.13,0.04,FALSE
2024,3,7,6,17,36,0.22,0.96,0.37,0.14,0.04,FALSE
2024,3,7,6,18,36,0.22,0.96,0.37,0.14,0.04,FALSE
2024,3,7,6,19,36,0.22,0.96,0.37,0.14,0.04,FALSE
2024,3,7,6,20,36,0.22,0.96,0.37,0.14,0.04,FALSE
2024,3,7,6,21,36,0.22,0.96,0.37,0.14,0.04,FALSE
2024,3,7,6,22,36,0.22,0.96,0.37,0.13,0.04,FALSE
2024,3,7,6,23,36,0.22,0.96,0.38,0.13,0.04,FALSE
2024,3,7,6,24,36,0.22,0.96,0.38,0.13,0.05,FALSE
2024,3,7,6,25,36,0.21,0.96,0.38,0.14,0.04,FALSE
2024,3,7,6,26,36,0.21,0.96,0.38,0.14,0.04,FALSE
2024,3,7,6,27,36,0.21,0.96,0.38,0.14,0.04,FALSE
2024,3,7,6,28,36,0.21,0.96,0.38,0.13,0.04,FALSE
2024,3,7,6,29,36,0.21,0.96,0.38,0.13,0.04,FALSE
2024,3,7,6,30,36,0.21,0.96,0.38,0.13,0.04,FALSE
2024,3,7,6,31,36,0.21,0.96,0.38,0.14,0.04,FALSE
2024,3,7,6,32,36,0.21,0.96,0.39,0.14,0.04,FALSE
2024,3,7,6,33,37,0.21,0.96,0.39,0.14,0.04,FALSE
2024,3,7,6,34,37,0.21,0.96,0.39,0.14,0.04,FALSE
2024,3,7,6,35,37,0.25,0.96,0.41,0.16,0.06,FALSE
2024,3,7,6,36,37,0.21,0.96,0.39,0.14,0.04,FALSE
2024,3,7,6,37,37,0.21,0.96,0.39,0.14,0.04,FALSE
2024,3,7,6,38,37,0.21,0.96,0.4,0.14,0.04,FALSE
2024,3,7,6,39,37,0.22,0.96,0.39,0.14,0.04,FALSE
2024,3,7,6,40,37,0.22,0.96,0.39,0.14,0.04,FALSE
2024,3,7,6,41,37,0.22,0.96,0.4,0.14,0.04,FALSE
2024,3,7,6,42,37,0.22,0.96,0.4,0.14,0.04,FALSE
2024,3,7,6,43,37,0.22,0.96,0.4,0.14,0.04,FALSE
2024,3,7,6,44,37,0.22,0.96,0.4,0.14,0.04,FALSE
2024,3,7,6,45,37,0.22,0.96,0.4,0.18,0.06,FALSE
2024,3,7,6,46,37,0.22,0.96,0.4,0.13,0.04,FALSE
2024,3,7,6,47,37,0.22,0.96,0.4,0.14,0.04,FALSE
2024,3,7,6,48,37,0.22,0.96,0.4,0.14,0.04,FALSE
2024,3,7,6,49,37,0.22,0.96,0.4,0.14,0.04,FALSE
2024,3,7,6,50,37,0.22,0.96,0.4,0.14,0.04,FALSE
2024,3,7,6,51,37,0.2,0.95,0.4,0.12,0.03,FALSE
2024,3,7,6,52,37,0.21,0.95,0.4,0.13,0.04,FALSE
2024,3,7,6,53,38,0.21,0.94,0.4,0.14,0.04,FALSE
2024,3,7,6,54,38,0.21,0.94,0.4,0.14,0.04,FALSE
2024,3,7,6,55,38,0.21,0.94,0.4,0.15,0.04,FALSE
2024,3,7,6,56,38,0.22,0.93,0.4,0.15,0.04,FALSE
2024,3,7,6,57,38,0.21,0.95,0.4,0.14,0.03,FALSE
2024,3,7,6,58,38,0.21,0.94,0.4,0.14,0.03,FALSE
2024,3,7,6,59,38,0.21,0.95,0.4,0.14,0.03,FALSE
2024,3,7,7,0,38,0.21,0.95,0.4,0.13,0.03,FALSE
2024,3,7,7,1,38,0.21,0.95,0.4,0.13,0.04,FALSE
2024,3,7,7,2,38,0.21,0.95,0.4,0.13,0.04,FALSE
2024,3,7,7,3,38,0.21,0.95,0.41,0.13,0.03,FALSE
2024,3,7,7,4,38,0.21,0.95,0.41,0.13,0.03,FALSE
2024,3,7,7,5,38,0.21,0.95,0.41,0.13,0.03,FALSE
2024,3,7,7,6,38,0.21,0.95,0.41,0.17,0.04,FALSE
2024,3,7,7,7,38,0.2,0.95,0.41,0.13,0.03,FALSE
2024,3,7,7,8,38,0.2,0.95,0.41,0.13,0.03,FALSE
2024,3,7,7,9,38,0.2,0.95,0.41,0.13,0.03,FALSE
2024,3,7,7,10,38,0.2,0.95,0.41,0.13,0.03,FALSE
2024,3,7,7,11,38,0.2,0.95,0.41,0.12,0.03,FALSE
2024,3,7,7,12,38,0.2,0.95,0.41,0.12,0.03,FALSE
2024,3,7,7,13,39,0.21,0.95,0.41,0.12,0.03,FALSE
2024,3,7,7,14,39,0.21,0.95,0.41,0.12,0.03,FALSE
2024,3,7,7,15,39,0.21,0.95,0.41,0.12,0.03,FALSE
2024,3,7,7,16,39,0.21,0.95,0.41,0.12,0.03,FALSE
2024,3,7,7,17,39,0.22,0.94,0.41,0.13,0.04,FALSE
2024,3,7,7,18,39,0.21,0.95,0.41,0.13,0.03,FALSE
2024,3,7,7,19,39,0.21,0.95,0.41,0.13,0.03,FALSE
2024,3,7,7,20,39,0.21,0.95,0.41,0.13,0.03,FALSE
2024,3,7,7,21,39,0.21,0.93,0.41,0.13,0.03,FALSE
2024,3,7,7,22,39,0.21,0.93,0.41,0.12,0.03,FALSE
2024,3,7,7,23,39,0.21,0.94,0.41,0.12,0.03,FALSE
2024,3,7,7,24,39,0.21,0.93,0.41,0.12,0.03,FALSE
2024,3,7,7,25,39,0.21,0.94,0.41,0.12,0.03,FALSE
2024,3,7,7,26,39,0.21,0.94,0.41,0.13,0.03,FALSE
2024,3,7,7,27,39,0.21,0.93,0.41,0.17,0.04,FALSE
2024,3,7,7,28,39,0.21,0.94,0.41,0.14,0.03,FALSE
2024,3,7,7,29,39,0.2,0.94,0.42,0.14,0.03,FALSE
2024,3,7,7,30,39,0.2,0.92,0.42,0.13,0.03,FALSE
2024,3,7,7,31,39,0.2,0.94,0.42,0.13,0.03,FALSE
2024,3,7,7,32,39,0.2,0.94,0.42,0.13,0.03,FALSE
2024,3,7,7,33,40,0.2,0.95,0.42,0.13,0.03,FALSE
2024,3,7,7,34,40,0.2,0.95,0.42,0.13,0.03,FALSE
2024,3,7,7,35,40,0.2,0.95,0.42,0.12,0.03,FALSE
2024,3,7,7,36,40,0.21,0.94,0.42,0.12,0.03,FALSE
2024,3,7,7,37,40,0.2,0.94,0.42,0.12,0.03,FALSE
2024,3,7,7,38,40,0.22,0.94,0.42,0.13,0.04,FALSE
2024,3,7,7,39,40,0.2,0.95,0.42,0.12,0.03,FALSE
2024,3,7,7,40,40,0.2,0.95,0.42,0.12,0.03,FALSE
2024,3,7,7,41,40,0.2,0.95,0.42,0.12,0.03,FALSE
2024,3,7,7,42,40,0.2,0.95,0.42,0.12,0.03,FALSE
2024,3,7,7,43,40,0.2,0.95,0.42,0.12,0.03,FALSE
2024,3,7,7,44,40,0.2,0.95,0.42,0.13,0.03,FALSE
2024,3,7,7,45,40,0.2,0.95,0.42,0.13,0.03,FALSE
2024,3,7,7,46,40,0.2,0.95,0.42,0.12,0.03,FALSE
2024,3,7,7,47,40,0.2,0.95,0.42,0.12,0.03,FALSE
2024,3,7,7,48,40,0.2,0.95,0.44,0.15,0.04,FALSE
2024,3,7,7,49,40,0.2,0.95,0.42,0.12,0.03,FALSE
2024,3,7,7,50,40,0.2,0.95,0.42,0.12,0.03,FALSE
2024,3,7,7,51,40,0.2,0.95,0.42,0.12,0.03,FALSE
2024,3,7,7,52,40,0.2,0.95,0.42,0.12,0.03,FALSE
2024,3,7,7,53,41,0.2,0.95,0.44,0.12,0.03,FALSE
2024,3,7,7,54,41,0.2,0.95,0.44,0.12,0.03,FALSE
2024,3,7,7,55,41,0.2,0.95,0.43,0.13,0.03,FALSE
2024,3,7,7,56,41,0.2,0.95,0.43,0.14,0.03,FALSE
2024,3,7,7,57,41,0.2,0.95,0.43,0.14,0.03,FALSE
2024,3,7,7,58,41,0.2,0.95,0.43,0.13,0.03,FALSE
2024,3,7,7,59,41,0.2,0.95,0.43,0.13,0.03,FALSE
2024,3,7,8,0,41,0.2,0.95,0.43,0.13,0.03,FALSE
2024,3,7,8,1,41,0.2,0.95,0.43,0.13,0.03,FALSE
2024,3,7,8,2,41,0.2,0.95,0.43,0.13,0.03,FALSE
2024,3,7,8,3,41,0.2,0.95,0.43,0.13,0.03,FALSE
2024,3,7,8,4,41,0.2,0.95,0.43,0.13,0.03,FALSE
2024,3,7,8,5,41,0.2,0.95,0.43,0.13,0.03,FALSE
2024,3,7,8,6,41,0.2,0.95,0.43,0.13,0.03,FALSE
2024,3,7,8,7,41,0.2,0.95,0.43,0.12,0.03,FALSE
2024,3,7,8,8,41,0.2,0.95,0.43,0.12,0.03,FALSE
2024,3,7,8,9,41,0.2,0.95,0.43,0.16,0.04,FALSE
2024,3,7,8,10,41,0.2,0.94,0.43,0.12,0.03,FALSE
2024,3,7,8,11,41,0.2,0.94,0.43,0.12,0.03,FALSE
2024,3,7,8,12,42,0.2,0.94,0.43,0.12,0.03,FALSE
2024,3,7,8,13,42,0.2,0.94,0.43,0.12,0.03,FALSE
2024,3,7,8,14,42,0.2,0.93,0.43,0.12,0.03,FALSE
2024,3,7,8,15,42,0.2,0.93,0.43,0.12,0.03,FALSE
2024,3,7,8,16,42,0.2,0.93,0.43,0.12,0.03,FALSE
2024,3,7,8,17,42,0.2,0.93,0.43,0.12,0.03,FALSE
2024,3,7,8,18,42,0.2,0.92,0.43,0.12,0.03,FALSE
2024,3,7,8,19,42,0.2,0.88,0.43,0.12,0.03,FALSE
2024,3,7,8,20,42,0.22,0.9,0.44,0.13,0.04,FALSE
2024,3,7,8,21,42,0.2,0.78,0.43,0.12,0.03,FALSE
2024,3,7,8,22,42,0.2,0.88,0.44,0.12,0.03,FALSE
2024,3,7,8,23,42,0.2,0.86,0.44,0.12,0.03,FALSE
2024,3,7,8,24,42,0.2,0.7,0.44,0.12,0.03,FALSE
2024,3,7,8,25,42,0.19,0.43,0.44,0.12,0.02,FALSE
2024,3,7,8,26,42,0.19,0.53,0.44,0.13,0.03,FALSE
2024,3,7,8,27,42,0.2,0.83,0.45,0.13,0.03,FALSE
2024,3,7,8,28,42,0.2,0.55,0.44,0.13,0.03,FALSE
2024,3,7,8,29,42,0.2,0.57,0.44,0.13,0.03,FALSE
2024,3,7,8,30,42,0.2,0.57,0.46,0.15,0.04,FALSE
2024,3,7,8,31,42,0.2,0.58,0.45,0.12,0.03,FALSE
2024,3,7,8,32,43,0.2,0.58,0.45,0.12,0.03,FALSE
2024,3,7,8,33,43,0.2,0.59,0.45,0.12,0.03,FALSE
2024,3,7,8,34,43,0.2,0.58,0.45,0.12,0.03,FALSE
2024,3,7,8,35,43,0.2,0.59,0.45,0.12,0.03,FALSE
2024,3,7,8,36,43,0.2,0.59,0.47,0.11,0.03,FALSE
2024,3,7,8,37,43,0.2,0.59,0.48,0.11,0.03,FALSE
2024,3,7,8,38,43,0.2,0.59,0.48,0.12,0.03,FALSE
2024,3,7,8,39,43,0.2,0.59,0.49,0.12,0.03,FALSE
2024,3,7,8,40,43,0.2,0.59,0.49,0.12,0.03,FALSE
2024,3,7,8,41,43,0.2,0.57,0.49,0.12,0.03,FALSE
2024,3,7,8,42,43,0.19,0.51,0.49,0.12,0.02,FALSE
2024,3,7,8,43,43,0.2,0.57,0.49,0.12,0.03,FALSE
2024,3,7,8,44,43,0.19,0.53,0.48,0.12,0.02,FALSE
2024,3,7,8,45,43,0.2,0.57,0.47,0.12,0.03,FALSE
2024,3,7,8,46,43,0.2,0.55,0.47,0.12,0.03,FALSE
2024,3,7,8,47,43,0.19,0.52,0.47,0.12,0.02,FALSE
2024,3,7,8,48,43,0.2,0.56,0.47,0.13,0.03,FALSE
2024,3,7,8,49,43,0.2,0.57,0.47,0.13,0.03,FALSE
2024,3,7,8,50,43,0.2,0.56,0.46,0.13,0.03,FALSE
2024,3,7,8,51,43,0.2,0.6,0.47,0.16,0.04,FALSE
2024,3,7,8,52,44,0.2,0.57,0.46,0.13,0.03,FALSE
2024,3,7,8,53,44,0.2,0.59,0.46,0.13,0.03,FALSE
2024,3,7,8,54,44,0.2,0.59,0.49,0.13,0.03,FALSE
2024,3,7,8,55,44,0.2,0.59,0.49,0.12,0.03,FALSE
2024,3,7,8,56,44,0.2,0.6,0.49,0.12,0.03,FALSE
2024,3,7,8,57,44,0.2,0.6,0.49,0.12,0.03,FALSE
2024,3,7,8,58,44,0.2,0.58,0.49,0.12,0.03,FALSE
2024,3,7,8,59,44,0.2,0.59,0.49,0.12,0.03,FALSE
2024,3,7,9,0,44,0.2,0.58,0.48,0.12,0.03,FALSE
2024,3,7,9,1,44,0.2,0.57,0.48,0.12,0.03,FALSE
2024,3,7,9,2,44,0.2,0.58,0.48,0.12,0.03,FALSE
2024,3,7,9,3,44,0.2,0.6,0.48,0.12,0.03,FALSE
2024,3,7,9,4,44,0.2,0.61,0.48,0.12,0.03,FALSE
2024,3,7,9,5,44,0.2,0.6,0.48,0.12,0.03,FALSE
2024,3,7,9,6,44,0.2,0.6,0.48,0.12,0.03,FALSE
2024,3,7,9,7,44,0.2,0.6,0.48,0.12,0.03,FALSE
2024,3,7,9,8,44,0.2,0.6,0.48,0.12,0.03,FALSE
2024,3,7,9,9,44,0.2,0.62,0.48,0.12,0.03,FALSE
2024,3,7,9,10,44,0.2,0.58,0.48,0.12,0.03,FALSE
2024,3,7,9,11,44,0.2,0.57,0.48,0.12,0.03,FALSE
2024,3,7,9,12,45,0.2,0.59,0.49,0.15,0.04,FALSE
2024,3,7,9,13,45,0.2,0.54,0.48,0.12,0.03,FALSE
2024,3,7,9,14,45,0.2,0.53,0.47,0.12,0.03,FALSE
2024,3,7,9,15,45,0.2,0.54,0.47,0.12,0.03,FALSE
2024,3,7,9,16,45,0.2,0.53,0.47,0.11,0.02,FALSE
2024,3,7,9,17,45,0.2,0.54,0.48,0.12,0.03,FALSE
2024,3,7,9,18,45,0.2,0.53,0.48,0.12,0.03,FALSE
2024,3,7,9,19,45,0.2,0.52,0.48,0.12,0.02,FALSE
2024,3,7,9,20,45,0.2,0.57,0.48,0.12,0.03,FALSE
2024,3,7,9,21,45,0.2,0.59,0.48,0.12,0.03,FALSE
2024,3,7,9,22,45,0.2,0.59,0.48,0.12,0.03,FALSE
